id,date,text,label
1305837913679310851,2020-09-15 11:56:34+00:00,"@KuehniKev @spdde Wenn wir die 1000, 1500 oder 10.000 Flüchtlinge aufnehmen. Werden in Zukunft die nächsten Lager brennen. Es zündeln nicht Parteien in den Lagern sondern die Flüchtlinge selbst. Die Flüchtlinge sind nicht dumm !!! Hier wird eine gefährliche Strategie gewählt....",1
1310885201036402689,2020-09-29 10:12:41+00:00,"The Cyprus Coast Guard summarily (and illegally) pushed back, abandoned, expelled, or returned 200+ migrants, refugees, and asylum seekers from Lebanon during the first week of September without giving them the chance to lodge asylum claims. https://t.co/AhCWb2Xq20 https://t.co/YtQkiwHs64",0
1246492061450358788,2020-04-04 17:37:20+00:00,"#Eurobonds: #Deutschland ist unsolidarisch, kleingeistig und feige! Das war es schon immer, und die #Arroganz der #deutschenRegierung war schon in der #FinanzKrise NICHT zu ertragen, hier im #Süden der #EU! #EZB #CoronaPandemie https://t.co/9MTzeTPvZa via @derspiegel",0
1326306156122427392,2020-11-10 23:30:03+00:00,"5 Of The Biggest Reasons Why People Become Refugees @GlblCtzn 

@europemustact 

#refugeeswelcome⁣⁣ https://t.co/tfNSE5F15Z",0
1317531196088254464,2020-10-17 18:21:30+00:00,"#fridays4future 
#BuchholzInDerNordheide
#Klimaforum
Ganz viele Ideen sind schon eingetragen. Bitte macht mit.
#wirschaffendas https://t.co/cxS5YNemzP https://t.co/2QlzkfRC7w",3
1266886874141995013,2020-05-31 00:19:03+00:00,#SyrianArmy #SyrianRefugees #Iraq Fact n fiction book site:Middle east is unstable https://t.co/lICagfR253 https://t.co/IAijpD67ys #refugees,3
1300806686853271553,2020-09-01 14:44:16+00:00,"@BILD @KRadjabi Danke Bild Zeitung. Macht Druck auf Ayatollah Kanzleramt um endlich Druck auf das Mullah-Regime auszuueben. Vergisst nicht, aufgrund des Chaos verursacht im Nahen Osten seitens des Mullahregimes habt Ihr all die Fluechtlinge. Mullahs weg = keine Fkuchtlinge aus dem Nahen Osten!",2
1303595421911089154,2020-09-09 07:25:42+00:00,"@KuehniKev Stimmt zu. Aber dann muss bis zur Klärung der Aufenthalt ALLER 100% überwacht werden... oder geht das nicht wegen Datenschutz? Und wenn das Lager evakuiert ist (besser im Februar), dann ist das Problem Flüchtlinge unterzubringen erledigt. Oder sehen Sie das Problem komplexer???",2
1322424071565561856,2020-10-31 06:24:02+00:00,@Chrischaaan @Beatrix_vStorch Es geht um Terroristen die als Flüchtlinge kamen und sie hetzen gegen die AfD! Das zeigt wie dumm ein Mensch sein kann!,2
1318165783982317569,2020-10-19 12:23:07+00:00,Ich habe diesen Tweet gestern kommentarlos retweeted. Nach ein bisschen nachdenken transportiert er aber zwei ungünstige Bilder. Entweder kommt “Die Flüchtlingswelle ist genauso gefährlich wie Corona” an oder “Corona ist genauso harmlos wie die Flüchtlinge” und beides ist falsch. https://t.co/86Pn5gXIKt,0
1310235862672834562,2020-09-27 15:12:27+00:00,"@tagesschau ""Bis 2024 will der Bund 64,5 MILLIARDEN für ""Flüchtlinge"" ausgeben.
Unser Geld. Das Geld, was jeder Steuerzahler hart erarbeitet hat.
Wann leistet der Bürger endlich Widerstand gegen diese Politik?""",1
1240164043698180096,2020-03-18 06:32:03+00:00,"This is bold and committed leadership that will truly #LeaveNoOneBehind, thanks #SpainIsDifferent because there are too many capital driven predators that see this crisis as an opportunity to plunder public resources @GKasowanjete https://t.co/PrQRZUaO5N",2
1242495642401996802,2020-03-24 16:57:00+00:00,"Wars don't stop because of #COVID19.

Neither will we.

#LeaveNoOneBehind",0
1322021141976735744,2020-10-30 03:42:56+00:00,"@iAnkurSingh Congress isn't in power
Why can't BJP Government at centre oust these refugees ?",1
1327026985672044546,2020-11-12 23:14:23+00:00,"""Syria Seeks Return of Refugees, but They Fear Leader’s Wrath"" by Ben Hubbard via NYT https://t.co/DcWAeUVD1o",2
1263450515083530241,2020-05-21 12:44:11+00:00,"Another reason why we have to START NOW :

#zuEinfach 
#StopDatteln4
#ENDCOAL 

#StopCareDrainers 
#LeaveNoOneBehind 

#FightEveryCrisis
#GreenRecoveryNow  

#DefendTheDefenders 
#ClimateJustice https://t.co/0O0AgbkPQ9",0
1305099145288593411,2020-09-13 11:00:58+00:00,“Unaccompanied children caught up in the Moria camp fire are facing unimaginable horrors”.  It’s 2020 folks 😞#SafePassage #RefugeesWelcome 💔 https://t.co/iKLNeWScza,0
1308356975504302080,2020-09-22 10:46:25+00:00,"I try to avoid piping in about these issues online - don't mean to fuel the fire n'all that. But I'm absolutely shocked, disgusted and embarrassed by the complete lack of empathy and compassion on display by my home county #Penally #RefugeesWelcome",2
1322203365443538944,2020-10-30 15:47:02+00:00,"The UN is begging the UK to resettle just 5000 #refugees in the aftermath of the drownings in the #Mediterranean this past weekend. How much more hand-wringing is needed? 
 https://t.co/Z4TizmV2bz",2
1258754212680339456,2020-05-08 13:42:45+00:00,"Yep, and ECB is right to refuse to respond. The #BVerfG decision is a desaster in so many aspects. It could only be healed by a massive U-turn of Germany re #Eurobonds and common fiscal measures. Which is unlikely to happen. https://t.co/b8HbppMZI6 https://t.co/xCe4Y4tJlR",3
1256528173937750017,2020-05-02 10:17:16+00:00,More than ever - time to adopt transparency tools and public integrity measures to prevent the misuse of stimulus funds and resources for private gain. #BuildBackBetter #LeaveNoOneBehind https://t.co/B5QP148yMF,0
1280899742713683970,2020-07-08 16:21:11+00:00,"This morning,#Nepal girl delegate to the #HLPF2020, Nisha spoke w/ @BGmission &amp; #Jamaica ""Girls are more vulnerable to child marriage in my community because of the #COVID19 crisis"" @LuxembourgUN @courtenayrat @geopanayotov #LeaveNoOneBehind #GirlsAdvocacyAlliance #girlsgetequal https://t.co/gnuzfgQcQN",0
1234370360948088837,2020-03-02 06:50:02+00:00,"🔴 Majority of these #refugees don’t want to live in #Greece anyway. 
🔴 Why #Greek neo-Nazis are triggered? 
🔴 Is it their pure racism or their government is trying to reconsolidate their grip on power?",2
1293133202484322306,2020-08-11 10:32:35+00:00,"@twose_brian @SamayyaAfzal ...people from the start and instead choose to ignore the situations and, as in the UK right now, blame everything on those trying to find a place they dont have to fear for their lives and the lives of their families. #RefugeesWelcome 2/2",0
1310973855926636544,2020-09-29 16:04:58+00:00,"Kao Saelee is an #IuMien refugee, who fled during the Secret War in Vietnam. As an indigenous minority in Laos, Saelee has limited resources &amp; support if deported. @GavinNewsom #FreeSaelee by granting him a pardon! He belongs w/his family &amp; community here. #StopICEtransfers https://t.co/BKtv8Fdk6B",0
1304906865533431808,2020-09-12 22:16:55+00:00,"@HamdiRifaiJD They are so indifferent to the cause of the refugees that they let them die in the woods, rush at them with sticks, nothing is spared the refugees!  After Europe wonders why the world is going in the opposite direction!  One moment plz! #RefugeesWelcome",0
1259891825793474561,2020-05-11 17:03:13+00:00,All flags are walls #Refugees https://t.co/B3eJkekft2,3
1304095835274313731,2020-09-10 16:34:10+00:00,"We must address the issue of #consumption. Not just our #natural #resources
but also our #Food
 #land #landrights
and #habitats. We are the invasive species. @WWF
@friends_earth
@ConnectSDGs @UNFCCC
@COP24 @leavenotrace
@LeaveNoTraceIrl #LeaveNoOneBehind
https://t.co/S49uj4Q20y",3
1245883159004114944,2020-04-03 01:17:47+00:00,"After 5 days I might be homeless because I didn't pay for rent to the place I'm staying in.
I feel anxious and terrified in a way, especially with the whole circumstances (#COVIDー19).
What should I do? Where should I go? I don't know anyone I can lean to.
#AsylumSeekers #support",3
1311313938043334657,2020-09-30 14:36:20+00:00,"We stand with the bigger fight on media bias and transparency, whilst also combatting the day to day effect these stories have on public opinion and the quality of life for Refugees and Asylum Seekers. https://t.co/ky3gkDzXUc",0
1299407066554134529,2020-08-28 18:02:41+00:00,"@bnki888 @cheshirepolice Hi Derek, the problem here isn’t a handful of asylum seekers, it’s the tax-dodging billionaires and Tory tax cuts designed to benefit the wealthy. Refugees are being unfairly targeted in order to protect the wealthy and their money. 😖 #RefugeesWelcome https://t.co/IeBdfhgWPV",3
1322524062896345094,2020-10-31 13:01:22+00:00,"@MrXathon I don’t see that either of those give a clear view of O’Tuathail’s opinion on refugees? Also, there’s no evidence those messages are *actually* from him. There is something deeply odd about this entire thing.",3
1318899003631849472,2020-10-21 12:56:41+00:00,"We are excited to have supported Dr Koumbou Boly Barry's report as part of the 2020 WSSCC #LeaveNoOneBehind series in WASH programme, in partnership with @UNHumanRights!

Check out our homepage for more! 
https://t.co/TlpKeU9ztp https://t.co/ZKkSgy0yoH",0
1327009517712773120,2020-11-12 22:04:58+00:00,"My mother just forwarded a chain text from my uncle. The text is ridden with falsehoods (ex. mail-in is “unconstitutional”). Original writer claims that “I have researched all of this and it is Fact!”

Disgusted with the disinformation targeting immigrant and refugee families. https://t.co/TmMyq5CfEL",2
1322157477517955072,2020-10-30 12:44:41+00:00,"@EmmanuelMacron @Jaz_baatein Mr. President, we are with you in this crisis. Sir a request say no to barbaric refugees. You will do good to them but at the end they will kill you. Deport them back to their homeland. You will find a prosper France. We are also victim of this since long. Terrorism is criminal",1
1294371737086369793,2020-08-14 20:34:05+00:00,"Why do the refugees want to get out of France. Their possessions are taken, no tents, sleeping bags. No access to water even. No food. #RefugeesWelcome https://t.co/pgkXocvv0T",0
1308586404478320641,2020-09-23 01:58:05+00:00,"Even after 50 years, #Chakma and #Hajong from #Bangladesh are living without any rights in #ArunachalPradesh but all we hear is #Rohingyas.

Differential treatment of refugees based on religion !!!

#CAA #NRC #RefugeeCrisis
https://t.co/KT9oe55tvb",2
1242562785944444929,2020-03-24 21:23:48+00:00,#Eurobonds : the time has come? https://t.co/eL26LqMlaL,3
1327188910053593088,2020-11-13 09:57:48+00:00,More than 23 lakh Indians repatriated through different modes under Vande Bharat mission https://t.co/nZ7oo4UpUs,3
1322535021828284416,2020-10-31 13:44:55+00:00,"Western Persecution:  Is the @UNHumanRights Council equipped to protect refugees from the West? - With #JulianAssange, Baltasar Garzon, Eva Joly, Maria Fernanda Espinosa, Alfred-Maurice de Zayas.

https://t.co/AsM2rwut5N

#AssangeCase #FreeAssange #FreeTheTruth",0
1327226956971012098,2020-11-13 12:28:59+00:00,"@vonderleyen 🟢 Prayer For Peace On Earth !!!

🟣 Every Human Being Deserves to Love and Be Loved, Without Fear of Hate Discrimination Inequalities Injustice Exploitation Persecution ‼

🔵Greeting Of Peace&amp;Prosperity💕
♿SeekingJustice/Dignity/Rights♻️ https://t.co/nhAewit3Ss",0
1311375043994234882,2020-09-30 18:39:09+00:00,"@Nontoko1 @PatriotMarc Ethiopian Embassy are issuing refugee seeker's wth passports,The Ethiopian embassy is out to destroy S A ,by law they need to inform the home affairs when they issue a asylum seeker and refugee wth a passport wnd Home Affairs should cancel their status in S.A,",1
1270287211561472002,2020-06-09 09:30:46+00:00,"Malaysian authorities detain 269 Rohingya refugees who attempted to land in the Muslim-majority nation on June 8.
Read more…. https://t.co/fasGPcqlWd #Malaysia #Rohingya #refugees",2
1327043075030528002,2020-11-13 00:18:19+00:00,Joe Biden and Dr. Fauci praise the work of Jesuit Refugee Service | America Magazine https://t.co/3f0EVsLbJo,0
1244230583510642689,2020-03-29 11:51:02+00:00,"⚡️ “Use your empathy today! Weekend Empathy Tweets for the 29th March 2020”
https://t.co/BNIHS0Mt71
#CODVID19 #ClimateChange #SocialDistancing #RefugeesWelcome #empathy #auspol",0
1251884387114913798,2020-04-19 14:44:31+00:00,**** 141 cities and federal states are willing to take people in. Evacuate all camps in Greece now! **** Solidarity beyond borders! #LeaveNoOneBehind @BMI_Bund,0
1254444685650792449,2020-04-26 16:18:14+00:00,Fire at the Samos refugee camp #immigration #Refugees #samos,3
1290302408757657601,2020-08-03 15:04:01+00:00,"While not yet denoting a Hamiltonian moment, the decision to borrow money in the markets to support #EU #recovery is a key signal &amp; paves the way towards a deeper #fiscalUnion, our Director @D_Schwarzer told @AlexWardVox in @voxdotcom. https://t.co/gXYZyoJFRq",1
1250350849311666178,2020-04-15 09:10:47+00:00,"Outside much of the industrialized world, the #COVID19  nightmare is yet to start. How many will die when the #coronavirus rips through war-torn countries, crowded #refugee camps in #Syria or #Bangladesh &amp; teeming cities without functioning healthcare? https://t.co/SUtKILHDbl",0
1254719816952414209,2020-04-27 10:31:30+00:00,About my reportage in #lesbo #refugees #rollingstone  https://t.co/6bB27KEUfH,2
1292369430916272128,2020-08-09 07:57:38+00:00,"Here's me in @PMPmagToday discussing how to better use funds by shifting them from immigration enforcement towards using them to help develop communities in parallel in the UK, to benefit #refugees and locals alike.

https://t.co/Bu8h4LpVlb",0
1251870682360799235,2020-04-19 13:50:03+00:00,Thanks Ian you're amazing! Driving doesn't just mean in a car. We need delivery drivers like Ian to deliver parcels of essential food &amp; toiletries to our #refugee friends all over London. Find our how you can volunteer with us today: https://t.co/0N6eNZ53Vf https://t.co/nqfwisGWlO,0
1310657800264192002,2020-09-28 19:09:05+00:00,"@LivinlgndKiller @IAmJericho I have no problem with it. Almost every signing makes sense. Yet he’s the one that said they wouldn’t do exactly what they’re doing at the jump. Two champs, both WWE refugees. TV champ, same. Are tag champs Revival?",0
1310933365172908033,2020-09-29 13:24:04+00:00,"A cry to Europe for help! 16 year old Arian, his sister Eria and his mother stranded in the middle of a square in Athens. „It is not safe here and we need help.“ #achildisachild #LeaveNoOneBehind https://t.co/r2Ufx4MfyX",0
1311332136675430405,2020-09-30 15:48:39+00:00,"@joepublic121212 @SkyNews Controlling legal non EU immigration has nothing to do with the EU.

Priti has been talking about more routes for refugees. 

Sigh.",0
1250320682308603904,2020-04-15 07:10:55+00:00,"#Rohingya camp #lockdown.  Evocative image by @KTPNoorHossain 

#coronavirus #refugees https://t.co/KgLQtXhNJW",3
1296071739345182720,2020-08-19 13:09:17+00:00,Why is compassion so hard to come by? What makes people so blinkered and heartless that they feel threatened or disbelief when faced by other people in need? I am so tired of this place #homelessness #BLM #WearAMask #Refugees #mentalhealth None of this is made up 🤔😞,0
1310798354431897601,2020-09-29 04:27:35+00:00,Gavin Newsom: Demand Gov. Newsom to #StopICEtransfers and Support Firefighter &amp; Refugee Kao Saelee - Sign the Petition! https://t.co/trJeV3mwm5 via @Change,0
1258681532367110146,2020-05-08 08:53:57+00:00,"No one should be left behind, not only in receiving protection from the #Covid_19  but also to guarantee an #inclusive social and economic reconstruction after the #crisis  #Migrants and #refugees #entrepreneurs will also play a key role
#MigrationEU #changethenarrative https://t.co/tPVdnnSrv8",0
1327057696168689664,2020-11-13 01:16:24+00:00,"@Pak_Fazaia @ShahidaQureshi5 1947 was the ""Best of Times &amp; the Worst of Times,""my beautiful city of gardens was ravaged. Shahalmi Darwaza area burned for months. Looters of Hindu houses always set fire to them. Lahore was up for grabs, many refugees who became Squatters &amp; Looters &amp; this became a way life.3/3",2
1253455182555381767,2020-04-23 22:46:18+00:00,"Donation of medical equipment and PPE to medical staff in health centers in Nouakchott and Nouadhibou. Cities where both Mauritanians and migrants leave together!

@UNMigration's support to Mauritania continues in the fight against #COVID-19. #LeaveNoOneBehind https://t.co/zLILpmBvWQ",0
1323234749205434371,2020-11-02 12:05:23+00:00,"In the current climate, it’s easy to feel hopeless, which is why this was an important reminder of the positive impact of the work of @DLPublicLaw. It’s so wonderful to see the tangible difference that a successful outcome is having on a client’s life #RefugeesWelcome https://t.co/0KG7rCKHgn",0
1302718540382961667,2020-09-06 21:21:18+00:00,"@DirkDigglerGA You are so fortunate to have never fled violence and poverty with your children in tow. If you ever had to, you would need a place to take refuge. America is supposed to be that place! 

#WhitePrivilege 
#RefugeesWelcome",0
1291052360236638209,2020-08-05 16:44:03+00:00,"Never ending horrors!!!!
 I can not imagine hell being any worse. 

#EndHighschoolinSawa 
#EndTheNightmare 
#Eritrea
#Refugees 
#Yialk https://t.co/1krCO60Hoh",0
1290743545050038272,2020-08-04 20:16:56+00:00,"So are we being forced to accept these people, or are we doing it voluntarily? Either way, WHY? #migration #asylumseekers https://t.co/qrloKMRmZs",1
1322079126866563072,2020-10-30 07:33:21+00:00,@britishlivesuk Strange that a letter was written - most people nowadays just use their mobile phone. And he WILL have a smart phone- he's a 'refugee'!,1
1293081923322023937,2020-08-11 07:08:49+00:00,"@UNDP_Pakistan with support from @mohrpakistan &amp; @UNFPAPakistan held socio-economic assessments to understand the impact of #COVID19 on transgender persons in Islamabad and Rawalpindi, ensuring to #LeaveNoOneBehind.

Read more ➡️ https://t.co/KcAmG1sLOV
#TransRightsAreHumanRights https://t.co/u0ZJhpCN0I",3
1322173024473370627,2020-10-30 13:46:28+00:00,@DxDavid11 @AliOsma55716042 @attillatr @SpainNATO @NATO There are 3 million refugees in Turkey. What about you?,2
1310681272625266693,2020-09-28 20:42:21+00:00,"This clown has some front, more left wing bile. Have you taken in the refugee no didn't think so. https://t.co/hUr7tPw6te",1
1304420789748404224,2020-09-11 14:05:25+00:00,Hi @EUHomeAffairs @Interieur_Gouv @BMI_Bund @ministerieJenV @ukhomeoffice camps on the Greek islands are a humanitarian catastrophe. Please act to urgently relocate refugees! #RefugeesWelcome #LeaveNoOneBehind https://t.co/wyn5Kadhkh,0
1322156158413668353,2020-10-30 12:39:27+00:00,"@CharisRefugees We all know the reason of delaying because of pandemic.
So,was Covid existed before 4to9 years?No.
Then,what is the reason of delaying the process of Iraqi asylum seekers&amp;refugees' files for 4to9yrs with no solution?
They fled death threat&amp;registered legally in Turkey;",0
1303834255563337730,2020-09-09 23:14:45+00:00,"#WirHabenPlatz? Ja, wir HABEN Platz.

Flüchtlinge kosten trotzdem (zunächst einmal) Ressourcen. Deshalb ist die Grundidee, dass das alle in der 🇪🇺 gemeinsam stemmen, eigentlich richtig.

Aber wenn sich nach #Moria keiner rührt, muss jemand den Anfang machen! #WirSchaffenDas",0
1236966415514701824,2020-03-09 10:45:49+00:00,"@Fledermama @RubinNischara Es geht um die Doppelmoral. Wir haben Wohnungsnot in Deutschland, Wohnungen sind  in gewissen Gebieten kaum bezahlbar. Wenn jemand sagt #WirHabenPlatz und dann keine Lösung anbietet, kann man gerne mal mit so einer Forderung kommen, was spricht denn dagegen, wenn man Platz hat?",1.0
1310127226554388481,2020-09-27 08:00:46+00:00,"Netzfund. @ralphruthe, großartiger Cartoon! Trifft mehrere Nägel gleichzeitig auf den Kopf... :)
#Klimakrise #ClimateEmergency #Moria #LeaveNoOneBehind https://t.co/KLw9LXXXei",0
1268560001666351104,2020-06-04 15:07:27+00:00,Vulnerable people and people with disability are most at risk in this COVID19 epidemic. #LeaveNoOneBehind https://t.co/bPDRcDmdBJ,0
1306338667422715904,2020-09-16 21:06:23+00:00,"Versuche vergeblich in Worte zu fassen, wie unfassbar traurig, wütend und ohnmächtig mich diese Bilder in Kombi mit den Reaktionen der europ. Verantwortungsträger in diesen Tagen machen. Wie helfen? Wo anfangen? Wie nicht daran zu Grunde gehen? #LeaveNoOneBehind #MoriaStory https://t.co/5QEXjLazFf",0
1327250904886747136,2020-11-13 14:04:09+00:00,"I just called UNHCR on 0207 346 1166 - option 2 
I explained that my life as a former refugee has been shatered to a pieces by the British authorities ,
who organized my ""refugee life"" in places where  I was never lacking  endless army of alcoholics and drugg addicts abusing me .",0
1305791867607547904,2020-09-15 08:53:36+00:00,Aufnahme von Migranten: Merz will Moria-Flüchtlinge nicht in Deutschland haben https://t.co/WgS2RwPqtg via @derspiegel,1
1309443729057624070,2020-09-25 10:44:47+00:00,"Fragen an #Flüchtlinge:

9.) Deutschland und die #EU nehmen Sie in Ihrer Not auf. In der Vergangenheit gab es Terror Anschläge.
Planen Sie Terror Anschläge?

Antwort verbindlich!

10.) Falls sich die Situation in Ihrer Heimat verbessert. Gehen Sie freiwillig zurück?

#Moria @CDU",1.0
1304692738907148288,2020-09-12 08:06:03+00:00,@djhhessen erklärt angesichts der Lage in #Moria Bereitschaft kurzfristig Geflüchtete aufzunehmen. Eine großartige Geste der #Humanität! Bund und Land sollten handeln und eine weitere Aufnahme ermöglichen! #LeaveNoOneBehind #WirHabenPlatz https://t.co/kK9DS3hh0S,0
1244276977248468992,2020-03-29 14:55:23+00:00,"schreibt bitte dem #BMI_Bund und fordert die Evakuierung
#LeaveNoOneBehind https://t.co/ItOKVXi06t",0
1235584612589502464,2020-03-05 15:15:02+00:00,"Ich erschrecke mich dieser Tage öfter, wenn ich die Bilder der Flüchtlinge sehe und die Worte der EU höre.
https://t.co/KHemv7nSIm
#NOnazis #NOafd #refugeeswelcome #Flüchtlinge #EU @europeangreens @EUparliament",0
1322616531398893569,2020-10-31 19:08:48+00:00,hey so for real uh when the fuck can people be considered refugees,3
1315179769051459584,2020-10-11 06:37:46+00:00,@zeitonline 'Flüchtlinge'......Und auf dem Bild wieder nur junge Männer.,1
1234919446281687040,2020-03-03 19:11:54+00:00,"People gather this evening before the @EU_Commission office in Barcelona, capital of #Catalonia, to protest against the violation of #humanrights by the EU, Greece and Turkey. #RefugeesWelcome #ShameOnEurope #CataloniaisNOTspain https://t.co/vgdcdoE5M6",0
1306336473180975104,2020-09-16 20:57:40+00:00,"Abitur mit 0,8! Erst droht Nesar Abschiebung - dann schreibt Flüchtling Mega-Abi - FOCUS Online https://t.co/qopW487gRi na und ??? Wir haben soviele tolle Abiturienten , die nie gezeigt werden nur weil der Honk ein Asyli ist ? Welcher Parkuhr interessiert das",1
1305787285858856960,2020-09-15 08:35:23+00:00,"@DragonF40237159 @nikitheblogger Lesbos, veröffentlichtes schockierendes Videomaterial, 
das die ""illegalen Flüchtlinge"" zeigt, wie sie die Einheimischen auf der Insel während der Fahrt beklauen.  

https://t.co/hPOXiKFkxH",1.0
1303730567935070208,2020-09-09 16:22:44+00:00,"@tina_rosner @alisffm @c_lindner Genau das war der Grund, warum die Flüchtlingswelle erst zu uns gekommen ist. Hätte man 1/4 der moment. Kosten überwiesen,wäre keiner gekommen. Jetzt hat sich unser tolles Sozialsystem herumgesprochen und jetzt kommen Migranten statt Flüchtlinge und missbrauchen den Begriff Asyl.",1
1238534961768140800,2020-03-13 18:38:40+00:00,"@DDboxxx @Thund3r_QAnon Die sehen ja echt alle Syrisch aus! 

#niewieder2015",1
1295330822141218816,2020-08-17 12:05:08+00:00,"Mit mehrmonatiger Verspätung ist am Samstagabend das erste kirchliche Rettungsschiff  #SeaWatch4 in See gestochen.
#Seenotrettung @United4Rescue @EKD @BDKJBayern 
https://t.co/6rk01mi396",0
1244280602838339586,2020-03-29 15:09:47+00:00,"#LeaveNoOneBehind
 Griechische Lager sofort evakuieren! #LeaveNoOneBehind @AuswaertigesAmt",0
1322597259255681024,2020-10-31 17:52:13+00:00,"Amen!!! As a Cuban refugee living in the great U.S.A., I plead with my fellow Americans not to buy into the democrats socialist pitch.  They’ll use your vote to oppress your freedom and financially benefit an inner core of those who’ll implement the cruel  oppression. https://t.co/2LfIJOJG22",1
1304416600871895041,2020-09-11 13:48:47+00:00,"Sei kein Wildschwein, Wolf, Flüchtling oder keine nicht weiße Person. Sonst ist Deutschland gerade echt scheiße zu dir.",0.0
1305728767747334144,2020-09-15 04:42:52+00:00,@thesismum Fremdling und Flüchtling sind nicht dasselbe.,3
1310885849182031872,2020-09-29 10:15:16+00:00,"#Rohingya #children show their respect and support one another

Refugees camp 
Cox,s bazaar 
in Bangladesh https://t.co/JhmPgjpZIk",0
